# t	policy	fitness           	C                    	ir         	bankrupts	bestLenderID	bestLenderClients	creditChannels
# interbank.py C_i0=30 D_i0=135 E_i0=15 L_i0=120 N=50 T=1000 r_i0=0.02 Φ=0.025 Χ=0.015 α=0.1 β=5 μ=0.7 ξ=0.3 ρ=0.3 ω=0.55
251	0.0	 0.5670244085328809	  3218.376654488551	 0.05504504291994908	 10	                0.58	                 0.1	  2
252	0.0	 0.6285727524897914	 2745.9264156926483	 0.07690312003716664	  9	                0.02	                0.06	  2
253	0.0	 0.6599457711874795	 3003.9572819713117	 0.10032822099618692	  8	                0.94	                0.08	  3
254	0.0	 0.6606107693775016	 3029.0654336994658	 0.09294267131962998	  9	                0.34	                0.08	  3
255	0.0	 0.5964838370985492	 2982.2225230691142	 0.05853368774985365	 12	                0.34	                0.08	  3
256	0.0	 0.6069763646626282	 2917.9202646050207	 0.34213145684621316	  8	                0.08	                0.08	  2
257	0.0	 0.6373047044988895	 2992.4249283504455	  0.3596303341838214	 11	                0.14	                0.14	  4
258	0.0	 0.6662587112127341	 3218.7034697192025	  0.2062076464734469	  5	                0.14	                 0.1	  2
259	0.0	 0.5468559659935701	 3028.7593262116634	 0.10948886973089532	 14	                0.48	                0.08	  4
260	0.0	 0.4301246666021931	  2880.403849774653	 0.10158741140447375	  8	                0.32	                0.08	  3
261	0.0	 0.6495384662512573	  2761.114781328497	 0.06130586396588509	  9	                 0.9	                 0.1	  4
262	0.0	 0.6861926376898008	  2732.754680175666	0.031414912006634016	 11	                 0.9	                 0.1	  4
263	0.0	 0.5553405117497572	   2777.26967939056	0.034950018862076944	 16	                0.04	                0.06	  1
264	0.0	 0.6773107817882026	 2464.4699757978583	 0.06673067076267244	  5	                 0.5	                0.08	  1
265	0.0	  0.614897741396889	 2257.6091221594606	 0.10098110152596229	 13	                 0.5	                0.06	  2
266	0.0	 0.5418717726782271	  2201.334382099226	 0.08217025868142092	 12	                0.78	                0.08	  3
267	0.0	 0.5283048688136723	 2277.6639116870742	0.018836890756678472	  9	                0.78	                0.06	  2
268	0.0	 0.5663632486261759	 2505.8078198203557	0.034784137946492974	  9	                0.66	                 0.1	  2
269	0.0	 0.5234396059498957	 2819.4528582123276	0.019822750448539695	 11	                0.52	                0.06	  2
270	0.0	 0.5906546262036767	  2942.810564003651	 0.04840421978317309	  1	                0.36	                0.08	  1
271	0.0	 0.5919177989337805	  3440.431643570383	 0.11733278221492636	  9	                0.42	                0.12	  6
272	0.0	 0.4366068172529067	  3073.116897244334	0.022466105849187096	 12	                0.42	                 0.1	  2
273	0.0	0.48024396727142815	  2932.380447123801	 0.10011375632053118	 10	                0.48	                0.08	  7
274	0.0	 0.6026317725673616	  2194.823860465512	  0.1213246087216516	 12	                0.82	                0.08	  4
275	0.0	  0.641721649029466	 2290.8461915478365	 0.09595953556169218	 11	                0.72	                 0.1	  2
276	0.0	 0.6884128986494893	  2412.107659682496	 0.07190069352234377	  6	                0.46	                 0.1	  1
277	0.0	0.07377809245982253	 2169.1294574272233	  1.7263547582193295	 11	                0.46	                0.08	  3
278	0.0	0.10142830893939044	 2468.9921608204413	   1.785226639284025	  6	                0.72	                0.12	  1
279	0.0	0.04782292189836992	  2369.702235930621	 0.06789000931374514	 11	                 0.2	                0.14	  2
280	0.0	0.08063904261237226	 2553.5758296296895	  1.7441847775251949	 11	                0.92	                0.08	  4
281	0.0	0.31608257375421117	 2338.3389053281076	   2.179054966069833	 13	                0.72	                 0.1	  2
282	0.0	 0.3195549455190537	 2415.4797645971303	  2.5564611407083766	 10	                0.72	                 0.1	  5
283	0.0	 0.5248891368119242	 2602.4906818586596	  0.8916321878778836	 11	                0.94	                0.08	  3
284	0.0	0.34232877779461984	 2585.2403745162705	   0.469648539050175	 13	                0.02	                0.12	  2
285	0.0	0.35541347597080875	  2475.435476150008	  0.2823705939826957	  9	                0.02	                0.14	  2
286	0.0	0.38134685639926647	 2515.9067922892436	  0.5842313356650786	  8	                0.02	                0.12	  3
287	0.0	 0.4639728055718274	 2834.4265340248894	  0.3213428784550355	 11	                0.02	                 0.1	  1
288	0.0	 0.6468712447352322	 3258.3772298837252	 0.20433137402543067	 11	                0.08	                 0.1	  2
289	0.0	 0.7262426333014347	 3323.5212239446287	  0.1322187354587892	  6	                0.92	                0.08	  2
290	0.0	 0.7121127116476567	  3370.066876009302	 0.23418212582133016	  6	                0.38	                0.08	  3
291	0.0	 0.6822038749073617	 3504.5324505433878	 0.13339734242546206	  6	                0.38	                 0.1	  7
292	0.0	 0.5834705719736712	 3617.5209481339984	   0.210002455269546	  7	                0.04	                0.08	  2
293	0.0	 0.3340282083749424	  3214.553357290189	 0.24061465278722477	 12	                0.04	                0.14	  0
294	0.0	 0.3122156687664033	 3055.3210737716704	  0.5228724559200891	 12	                0.04	                0.14	  4
295	0.0	0.15962105004123173	  3262.962297752201	  0.4397014937163784	 11	                0.42	                 0.1	  5
296	0.0	0.09881378346999271	 3222.6198808194663	  0.5494873403181435	  9	                0.04	                 0.1	  3
297	0.0	0.20213620230056603	 3493.1498012935986	 0.25116301157711585	 12	                0.86	                0.08	  3
298	0.0	 0.3639387121832394	  3627.007996722557	  0.0716374956735328	  8	                0.56	                 0.1	  2
299	0.0	 0.5089128975219944	 3232.4967830856936	 0.10521646183624739	  7	                0.56	                0.12	  4
300	0.0	0.14483351540296427	   3090.15464682697	 0.05371100525259572	 12	                0.56	                0.14	  4
301	0.0	0.32016866521911735	  2688.401582106305	 0.15048611022840666	 11	                0.56	                0.14	  4
302	0.0	 0.4706638550240709	  2949.449143852657	 0.16121405799648336	 12	                0.56	                0.12	  5
303	0.0	 0.6761083217246149	 3022.3200996572973	 0.08733341441886226	  6	                0.56	                 0.1	  7
304	0.0	 0.5848404086759456	  3094.990112318674	 0.10012153282422029	 11	                0.88	                0.08	  3
305	0.0	 0.4051056972440961	 3131.2873809949197	  0.1255471409383359	 14	                0.12	                0.08	  5
306	0.0	0.30807989458740354	 3064.2142496888455	  0.0787186132285323	  5	                 0.2	                0.08	  1
307	0.0	 0.3512821786200325	 3041.8788827195704	 0.12479858852999365	  8	                 0.2	                0.12	  5
308	0.0	 0.3245897876799063	 3173.8260659527273	 0.18261573360022423	 10	                 0.2	                 0.1	  1
309	0.0	 0.6111570475401344	 2929.2254427814933	0.026419656835193633	  6	                0.42	                 0.1	  2
310	0.0	 0.5180767630316825	  3252.538970163578	0.049144273229116804	 11	                0.48	                 0.1	  3
311	0.0	 0.6296404754766919	  2787.237452489639	0.018627779455888418	  5	                0.48	                0.14	  1
312	0.0	 0.6250815758503966	 2558.2099807954596	 0.03989858520207429	 12	                0.86	                0.08	  1
313	0.0	 0.6275067353798783	 2185.7992290361954	 0.03457535418196939	  9	                0.98	                 0.1	  5
314	0.0	 0.6248868616590358	 1968.9446831515413	0.026944468692288424	 12	                0.98	                0.08	  1
315	0.0	 0.5126903984995649	   2665.66551007234	0.017790110875311946	  6	                 0.7	                0.08	  2
316	0.0	 0.7281464965792291	  3038.495237843029	0.018822594920358097	  8	                0.36	                0.08	  2
317	0.0	 0.6970018932570458	  3070.716955026846	 0.02222540805722162	  7	                0.74	                0.08	  2
318	0.0	    0.6947374507241	  3110.274870851002	 0.01724323251265833	  9	                 0.4	                 0.1	  5
319	0.0	  0.713009348164071	 3065.2627927295307	0.024708449724762226	  9	                0.78	                0.06	  5
320	0.0	  0.683587560872526	 2788.8464988892815	0.014605979212251666	  6	                0.52	                0.06	  2
321	0.0	 0.6205119994593548	  2213.973346869492	0.018589184399093593	 11	                0.92	                0.08	  3
322	0.0	 0.5926618469617955	 2333.4885664019757	0.030819245716983183	 12	                0.92	                0.08	  5
323	0.0	 0.5847285108631478	  2844.256223333059	 0.09544710152643637	  9	                0.84	                 0.1	  4
324	0.0	 0.7271386515394248	   3557.97670537222	 0.08768145002547147	  7	                0.84	                0.12	  3
325	0.0	 0.6664773511365766	   3660.63762551137	 0.19668692268899154	 10	                0.84	                0.12	  3
326	0.0	 0.5384950423805999	 3673.3754524967017	  0.3379466318594696	  7	                0.92	                 0.1	  4
327	0.0	  0.519615017910089	 3770.1852142437046	  0.2990258233009468	 14	                0.92	                 0.1	  3
328	0.0	 0.6128307805753962	  3200.742567409751	 0.09625219029098897	  9	                 0.4	                0.08	  3
329	0.0	  0.695444313109893	  2823.027781983582	 0.10917642751129662	  7	                 0.4	                 0.1	  1
330	0.0	 0.5922621969221828	   2668.95204828197	 0.24738476934349576	 11	                0.16	                 0.1	  4
331	0.0	 0.3913785883039608	 2587.2734370310172	  0.1146596741904564	  8	                0.88	                 0.1	  2
332	0.0	0.49503087612546987	 2858.3927843682327	  0.3130370087558745	  8	                0.44	                0.12	  2
333	0.0	 0.5419260460325076	 2844.6072414721493	  0.1997487789779937	  9	                0.44	                 0.1	  2
334	0.0	0.37645259433815736	  2839.404529794626	 0.14751033644900532	  9	                0.64	                0.08	  3
335	0.0	0.28982327214920817	 2984.6571495150465	0.051769803123597746	 15	                0.64	                0.08	  5
336	0.0	0.20365271772303814	  2982.418744437941	  0.1919573934857853	  8	                0.44	                 0.1	  3
337	0.0	 0.5214664900208775	  3045.879214760087	 0.13125063218487937	  9	                0.82	                0.08	  5
338	0.0	 0.6371992879813746	  2866.138882444976	 0.15635267516041984	 10	                0.82	                0.12	  0
339	0.0	 0.7267785465728299	 3303.7333687964447	 0.04996095040611978	  6	                0.82	                 0.1	  2
340	0.0	 0.7111987251532907	  3284.782655438551	 0.12025012503449936	  8	                0.56	                0.06	  2
341	0.0	 0.7095885750621507	 2885.9359983910113	0.059638159537979414	  8	                0.56	                0.08	  2
342	0.0	 0.5783629240409203	 2746.0518426278268	 0.02417021518426975	 11	                0.78	                0.12	  3
343	0.0	 0.5133941028129118	 2670.4603092175485	0.022286672755514707	 12	                 0.4	                0.08	  2
344	0.0	  0.516886805332818	  2549.266200276382	 0.01902397196243161	  9	                0.22	                0.08	  3
345	0.0	 0.5402312987461805	 2951.1451414414482	 0.12402157907118498	 13	                 0.3	                0.08	  3
346	0.0	    0.6762763969405	 3047.8308780266825	 0.01943932640461776	  8	                0.06	                0.08	  4
347	0.0	 0.6607349023750182	 3461.9764960095818	0.033929346450959616	 10	                0.06	                 0.1	  6
348	0.0	 0.5519699687487704	 3043.6550055688626	 0.07979724609186767	  6	                 0.7	                0.08	  3
349	0.0	 0.6940686719613222	  3159.156247909304	 0.04988682020246782	  7	                0.56	                0.06	  2
350	0.0	 0.6532208172253771	  3248.737139452088	 0.06641628593348715	  8	                0.16	                0.12	  3
351	0.0	 0.5770512461134176	 3336.0306888010937	  0.1301993074905229	 11	                0.16	                 0.1	  5
352	0.0	  0.592980594473997	  3378.616040770838	  0.0677689071941629	  5	                0.56	                0.08	  4
353	0.0	  0.613805471911748	 3609.0025402633896	 0.08528361429833152	 12	                0.56	                 0.1	  3
354	0.0	 0.7328592978909905	  3315.079541605189	0.033850095612691235	  5	                0.52	                 0.1	  2
355	0.0	 0.6718457488011341	  3363.031502577492	0.037534385290477576	  9	                0.52	                 0.1	  4
356	0.0	 0.4003616017646403	 3011.0645941478383	 0.02932430948124591	  5	                0.52	                0.14	  3
357	0.0	  0.596953299326633	  2696.544021902326	0.019250507222831906	 11	                0.24	                 0.1	  6
358	0.0	 0.5506043691382907	 2885.5512219938105	 0.01850204070808368	  9	                0.82	                0.08	  5
359	0.0	 0.6839130751392944	 2647.6629402539957	0.030160572055756042	  8	                0.72	                0.08	  4
360	0.0	  0.657797756852319	  2774.649926988797	 0.04853591822003897	 10	                0.72	                0.12	  5
361	0.0	0.39243902812631026	  2542.990223556643	 0.08389398106950953	 12	                 0.1	                 0.1	  6
362	0.0	 0.6696490412964181	 2362.3781744357048	0.036914245842948105	  6	                 0.1	                0.12	  0
363	0.0	 0.6813107689677423	 2189.4386138167174	0.020611455906578636	  8	                 0.1	                0.08	  6
364	0.0	 0.5970993945546149	  2407.363516759776	 0.04394509368050472	 14	                 0.8	                0.08	  5
365	0.0	 0.5334700516778244	 2408.8662897886193	 0.03849893397810793	 11	                0.96	                0.08	  3
366	0.0	 0.4800953657056292	  2164.423106060513	  0.0710324889335414	 18	                0.56	                 0.1	  9
367	0.0	 0.6543370195915162	 2593.6933170209377	 0.04725878460920334	 12	                0.16	                0.12	  4
368	0.0	 0.7128292342249668	  2807.572652943817	 0.06681226380366544	  7	                0.02	                 0.1	  3
369	0.0	 0.7364321872121132	  2875.624762976761	  0.0758526482081178	  6	                0.02	                0.12	  4
370	0.0	 0.6356198584998534	 2937.7392666545593	   0.142654439841203	 14	                0.08	                0.08	  3
371	0.0	 0.6256308755926652	 3263.6917531198023	  0.1299669576453368	 11	                0.16	                0.08	  4
372	0.0	 0.6017551249392037	  3206.475247797175	 0.04502113347386032	  7	                0.78	                0.08	  2
373	0.0	 0.5935257749794394	 3145.9414988492686	 0.10159081356325665	  6	                0.12	                0.08	  2
374	0.0	 0.5060860533117156	  3620.730715443332	 0.11720334894378936	 14	                0.06	                 0.1	  3
375	0.0	 0.4542452565720476	 4215.1525002684775	  0.0504681238116217	  8	                0.78	                0.08	  2
376	0.0	 0.5619700224207331	   3602.62590709115	 0.04061705755672268	  6	                0.42	                0.06	  5
377	0.0	0.49383395810119957	 3537.4947631643604	 0.07843123734402434	 10	                0.24	                 0.1	  5
378	0.0	 0.4726641086895694	 3845.3252998485896	 0.03903815229480044	 14	                0.48	                0.06	  7
379	0.0	 0.4391632869760284	 3943.2873848040726	0.037784378860644285	 14	                0.38	                 0.1	  1
380	0.0	 0.5114742078543746	 3962.9928220443735	 0.03885281232537943	 10	                0.82	                0.12	  1
381	0.0	 0.5017160863944924	 3895.2369153782465	0.045140941036855224	 11	                0.82	                 0.1	  4
382	0.0	 0.5218354778996307	 3709.9610709018634	 0.07230389519020297	 10	                0.98	                 0.1	  4
383	0.0	0.41908441458380025	 3903.2169683071993	 0.23908046270319397	  6	                0.98	                0.08	  1
384	0.0	0.29456707994172726	 3971.9430848201205	 0.07503190024695405	  7	                0.68	                0.06	  5
385	0.0	 0.7409194529322035	 3837.7032365857403	0.025010142399757768	  6	                0.64	                0.06	  0
386	0.0	 0.6938217433169979	  4077.143845635415	0.036135851578951675	  7	                0.72	                 0.1	  1
387	0.0	 0.5475670515512154	  4337.558409848698	 0.04790986950286559	  5	                0.92	                 0.1	  2
388	0.0	 0.6410466273674679	  4198.896738576903	 0.17364552858003834	  6	                0.26	                0.08	  3
389	0.0	 0.6362714839885942	 4012.7584221700677	 0.16022955203043945	  7	                0.12	                0.08	  1
390	0.0	 0.6645205520910674	  4132.632872227355	  0.1444808822368311	  5	                0.06	                 0.1	  2
391	0.0	 0.5315211435151991	 3610.7421181487975	 0.09318890755221455	  7	                0.22	                0.08	  2
392	0.0	  0.685435650479191	 3776.9922170653717	 0.04387315801538676	  8	                0.66	                0.08	  4
393	0.0	 0.5073738508638282	 3383.8650852035066	 0.04449947095295695	  9	                 0.5	                0.12	  1
394	0.0	  0.356167037646588	  3567.430769838754	 0.05294811639838838	 11	                 0.5	                0.14	  2
395	0.0	 0.2591589654684107	  3449.822806323045	 0.07896042959954634	  5	                 0.5	                0.16	  1
396	0.0	 0.4437160666847937	 3609.6904571236955	 0.12915227395103465	 10	                 0.5	                0.16	  3
397	0.0	0.38311985170261686	 3413.7197295707783	 0.10660098744003527	  8	                 0.5	                0.24	  4
398	0.0	0.39280905009614153	 3618.4150474671246	 0.11598705582723118	 13	                 0.5	                0.18	  2
399	0.0	0.43195310764302536	 3289.5442184235576	 0.11478622054945749	  6	                0.64	                0.08	  4
400	0.0	 0.5851493168577766	  3104.968510686778	0.055300430480351215	 10	                 0.8	                0.06	  2
401	0.0	 0.4892966158606688	  3149.837428835493	 0.03259108332410359	 11	                 0.8	                0.08	  5
402	0.0	0.44060174554478304	 3166.5636966716525	   0.100452384649546	 10	                0.86	                 0.1	  3
403	0.0	 0.4237593282651926	  2972.163762685276	 0.19566195109281828	  9	                0.54	                0.08	  1
404	0.0	0.32327104408772583	   2878.81192297372	 0.16545152329928595	 12	                0.42	                0.06	  1
405	0.0	0.33554825844954933	 2780.5160468967365	 0.13895695979518188	  7	                 0.1	                0.08	  4
406	0.0	 0.4369637262411892	  3272.800116041176	 0.21303995206228332	 16	                 0.1	                0.08	  4
407	0.0	  0.532790630935277	  3539.721547737656	0.034003637081506805	 10	                 0.1	                0.08	  4
408	0.0	 0.5521043384386028	   3269.23153282242	 0.16065677109193863	  6	                0.66	                0.12	  0
409	0.0	 0.5300292973761844	 3691.0973001641537	  0.1213491959406666	  9	                0.66	                0.12	  5
410	0.0	 0.6116195071087563	  3124.907571838005	 0.08665848351817922	  9	                0.66	                0.12	  1
411	0.0	0.46861046742010537	 3020.0970485941066	 0.49422478856534097	 12	                0.32	                 0.1	  4
412	0.0	 0.4960198887300482	  3216.965742802846	0.023026619993070048	  7	                0.08	                0.08	  2
413	0.0	 0.6557853589885768	  2749.199934045435	 0.03248236872431242	  4	                0.86	                0.08	  2
414	0.0	 0.5974191932466799	 3102.3864650205173	 0.03595099864903756	  9	                0.34	                 0.1	  3
415	0.0	 0.5981567354758865	  2941.650438162126	 0.15348190517068963	 11	                0.44	                0.08	  2
416	0.0	  0.605588126826975	  2984.214023337414	 0.02555283425679281	  3	                0.14	                0.12	  6
417	0.0	  0.599483993050833	 3009.6077359119718	 0.15480415400845784	 12	                 0.3	                 0.1	  0
418	0.0	 0.7025783683923088	 2786.6064265342384	0.026388146468599053	  6	                0.56	                0.08	  5
419	0.0	 0.6613539825217309	 2692.7344834499618	 0.02477927877391418	 12	                0.62	                0.08	  7
420	0.0	 0.6067163842785324	 3203.7523770491516	0.045184643221607354	 11	                0.22	                 0.1	  4
421	0.0	  0.654003987939301	 3173.3345509076707	  0.0266691884640114	 10	                0.22	                0.08	  4
422	0.0	 0.7501173271839063	  2915.260275030311	 0.12207344845886886	  3	                0.98	                 0.1	  1
423	0.0	 0.7135248716767747	 2903.1195239771655	 0.14260749801766773	  7	                0.66	                0.14	  2
424	0.0	 0.6540648519586272	 2671.1775305710025	  0.0650481453735087	  7	                0.66	                0.12	  2
425	0.0	 0.5661267985417343	 2457.3301173845343	 0.02036169438817843	  7	                0.34	                0.08	  1
426	0.0	 0.6097559831380118	 2426.0593408392315	0.026042349165080605	  8	                0.34	                0.08	  0
427	0.0	 0.6569420178903824	 2341.6396474981007	0.024095142442862018	 11	                0.86	                0.06	  2
428	0.0	 0.6186770113757536	 2467.9460310945065	 0.04613321147891786	  7	                0.02	                0.08	  4
429	0.0	  0.456931877341825	  2290.374481682207	0.052820639401741386	 12	                 0.1	                0.08	  7
430	0.0	  0.537818317610383	 2627.5190661305573	 0.04431703150452328	 11	                0.46	                0.08	  5
431	0.0	0.49449084760536777	  2486.165484197349	 0.10171708438885131	 12	                0.46	                0.12	  3
432	0.0	 0.5148208332690344	  2761.534036050305	  0.4375607050701777	  7	                0.46	                0.12	  4
433	0.0	 0.3503919938696884	  2348.167731803651	 0.32486144944835205	 12	                0.46	                0.08	  3
434	0.0	 0.4033920930313132	  2322.957124229075	 0.27789877376990907	  8	                0.46	                0.08	  2
435	0.0	0.42923557193286777	  2565.978830601505	  0.2855507111377921	 11	                0.76	                0.08	  4
436	0.0	0.44101548617306835	  2670.306428096844	 0.24432376885330712	  9	                0.72	                 0.1	  4
437	0.0	 0.6427535956039827	 2566.8851207341972	 0.20911834716026206	  5	                0.96	                0.08	  4
438	0.0	 0.5099245400343598	 2892.6364330013403	 0.22838688391247167	 12	                0.16	                0.08	  4
439	0.0	 0.5995259612970828	  2424.431507950744	 0.17999327967274892	  7	                0.72	                 0.1	  5
440	0.0	 0.5965651802514664	 2423.1881682423887	  0.1056474444540707	 11	                0.96	                0.08	  5
441	0.0	 0.4179387652646044	 2508.2821240503986	 0.11875884229143807	  9	                0.06	                0.08	  4
442	0.0	 0.6054714649688335	 2597.2732403565524	0.033752679548428303	 15	                0.28	                 0.1	  1
443	0.0	 0.5039829863200369	  2659.864652407786	0.051889857639779546	 15	                0.16	                0.08	  1
444	0.0	 0.5881422236152508	 2911.5715819391153	0.047635175199198236	  8	                0.28	                 0.1	  3
445	0.0	 0.5396564058357138	  2727.050202013039	0.034318913719271225	 10	                0.08	                0.08	  3
446	0.0	 0.5576125367094599	  3047.683431165022	  0.1533034370890799	 11	                0.16	                0.12	  5
447	0.0	 0.5334100305111983	 3025.1542031009494	  0.1046923442169953	  7	                0.16	                0.12	  2
448	0.0	 0.4416359087175583	  3000.644955609168	 0.25072050420867475	 11	                0.38	                 0.1	  3
449	0.0	  0.412137785343775	  2852.469780292996	0.027136350081367184	 12	                0.96	                0.12	  3
450	0.0	0.35889428920891076	  2703.654582525124	 0.09471903597451928	 14	                 0.0	                0.08	  3
451	0.0	0.33488080745605414	 2473.0555388637977	  0.1318227326804067	  8	                0.54	                 0.1	  4
452	0.0	0.49587601472398424	 2704.8346163974693	 0.13919330210511946	 15	                0.66	                0.08	  5
453	0.0	 0.5490199149009877	  2959.700048467073	0.015886813822208298	 12	                0.38	                0.06	  4
454	0.0	 0.4665926161751881	  2998.710931098858	 0.04857074178579257	 14	                0.92	                 0.1	  2
455	0.0	 0.5977146540227252	  2804.481140714463	0.020578705835288008	  7	                0.56	                0.08	  0
456	0.0	  0.639570789562233	  2730.324316667642	0.023286526050980874	  9	                 0.3	                0.06	  3
457	0.0	 0.7420039782320691	  2695.954917620324	   0.024526472784224	  7	                0.32	                0.08	  3
458	0.0	 0.5954691041653432	 2502.3679050061987	0.021424824090463132	 14	                0.78	                0.08	  5
459	0.0	 0.7137698502904298	 2733.1822490691775	 0.09872476290388986	  8	                0.64	                 0.1	  4
460	0.0	 0.5698841708911244	  2876.312442244763	 0.06976194528550614	 14	                0.72	                0.06	  4
461	0.0	 0.6465816532599805	 2414.0371062600275	0.050419648652347125	 10	                0.58	                0.08	  2
462	0.0	 0.6115007951532437	 2304.1210167130525	 0.07074501605158784	 11	                 0.3	                 0.1	  5
463	0.0	 0.6579416138201057	   1998.08987400199	 0.08691327066107046	 10	                0.34	                0.08	  2
464	0.0	 0.6172375828834762	 2107.0540838312495	 0.08865918273080962	 14	                0.54	                0.08	  5
465	0.0	 0.4908000228939163	  2112.057702409887	 0.05819843697112316	 19	                0.14	                 0.1	  2
466	0.0	  0.531518063037833	 2162.9877747489227	0.020454307371027866	 11	                 0.8	                0.12	  3
467	0.0	  0.579755112219744	  2395.022835112212	 0.04787057689412108	 13	                 0.3	                0.12	  6
468	0.0	 0.6012253879044362	   2545.21410050388	 0.14994027778212873	 11	                0.16	                0.08	  8
469	0.0	 0.6527215481586982	   2740.41994385844	 0.15532944943604127	 11	                0.66	                 0.1	  3
470	0.0	 0.6880538184125626	  2172.495595528997	 0.10679278100628954	  9	                 0.8	                0.12	  2
471	0.0	 0.6230729443134966	 2006.8414006662704	 0.09909659786794711	  9	                 0.8	                0.14	  3
472	0.0	 0.5063697557873925	  1918.398993846348	 0.02958706026279404	 15	                0.12	                 0.1	  6
473	0.0	 0.5456104813994425	 1915.1934024785057	 0.03505346657341308	 12	                0.12	                 0.1	  6
474	0.0	0.36663384920219044	 1863.1676594636874	 0.18805928452914486	 11	                0.12	                 0.1	  4
475	0.0	 0.6762352826008379	 2039.5967092971873	0.038556564820072754	 10	                0.12	                0.12	  3
476	0.0	 0.5563572950526453	 2205.1289889345912	0.019162454330136594	 13	                0.54	                0.08	  5
477	0.0	 0.5521746599947709	 2287.4542122673006	 0.09892557045730888	  7	                0.38	                0.12	  4
478	0.0	 0.6405688108578947	 2369.6028697840766	  0.1198667030567116	 10	                0.38	                0.12	  3
479	0.0	 0.5866855098695606	  2289.876685704274	 0.10252187328661298	  6	                0.38	                 0.1	  1
480	0.0	 0.7532357474912871	  2177.945337916248	  0.5303276941645612	  7	                0.34	                0.08	  4
481	0.0	 0.6717237515195523	 2269.6130073433924	  0.3424861722570782	 12	                0.52	                0.08	  3
482	0.0	 0.6674878005492331	  2061.721033027981	 0.11700599609733776	  8	                0.34	                0.08	  3
483	0.0	 0.6417835558531578	 2599.6906223399737	 0.23440607375527023	 11	                0.86	                0.06	  4
484	0.0	  0.761942182622738	 2511.7157425091614	 0.33320076154639944	  5	                0.16	                0.08	  6
485	0.0	 0.6236112139278256	  2582.111855598145	 0.18404506636294304	  8	                0.28	                 0.1	  3
486	0.0	 0.6819216136854567	  2635.934286642799	 0.34951812022021506	  6	                0.52	                 0.1	  1
487	0.0	 0.5182388819474637	 2473.1442592140074	  0.4030155818465034	  7	                0.62	                0.12	  1
488	0.0	  0.614283491845552	  2786.685760028644	  0.2258609609351433	  8	                0.62	                0.12	  3
489	0.0	 0.6296920732102427	  2784.860017267852	  0.2800155634975841	  8	                0.16	                 0.1	  4
490	0.0	 0.5992178087989778	 3233.2211068898973	 0.32006760649470656	 11	                0.16	                0.14	  3
491	0.0	  0.739355831580194	 3330.2842679597397	 0.33899618084879973	  6	                0.16	                 0.1	  4
492	0.0	 0.7195078999309422	  3494.207205978398	 0.15884904788862372	  7	                0.98	                0.08	  2
493	0.0	 0.6743922244370875	 3632.7914991521243	  0.1309646599492239	 11	                 0.9	                0.08	  3
494	0.0	 0.7254593058737187	  4515.880407624075	  0.1368750624753324	  8	                0.36	                0.12	  2
495	0.0	 0.8049498364119825	  4837.123211360549	 0.11525207419883371	  4	                0.36	                0.14	  1
496	0.0	 0.6525596014777285	  4952.608438416851	 0.09975101878586262	 12	                0.26	                 0.1	  3
497	0.0	 0.5465339547078163	   4825.12823126594	 0.03555489798834581	 10	                0.36	                 0.1	  3
498	0.0	 0.5341947739447499	  4531.547218746048	  0.0567128244566395	  6	                0.94	                0.08	  3
499	0.0	 0.6635181074714032	   4729.99247923211	 0.06052142495494004	  4	                0.94	                0.08	  2
500	0.0	 0.6645211857651033	  4158.197704646144	 0.31781888038906336	  5	                0.38	                 0.1	  2
501	0.0	  0.634753022402695	  3979.469130136237	 0.18883097841257887	  6	                0.38	                 0.1	  3
502	0.0	 0.5359581226271694	  4423.354049111815	 0.03750090099879682	 12	                0.38	                 0.1	  3
503	0.0	 0.5032664922991619	  4445.049461417204	 0.04463038267446765	  7	                0.32	                0.08	  2
504	0.0	 0.5875894530576972	  4302.508069860494	 0.05790080013561589	  5	                0.38	                0.08	  2
505	0.0	 0.5744967243408347	 3982.7190108584236	 0.07154010757501214	  7	                0.96	                 0.1	  2
506	0.0	  0.539572677011732	 3429.7009040157236	 0.04638212156707369	  9	                0.82	                0.08	  2
507	0.0	  0.645971899643958	 3303.8120078264355	 0.03460806480819006	  9	                0.86	                0.06	  3
508	0.0	 0.5827480535154332	 2975.2832239962368	 0.13004376651185576	  7	                 0.2	                 0.1	  1
509	0.0	 0.5675861604421439	  2910.914098333652	0.057604063120716927	 12	                 0.2	                 0.1	  5
510	0.0	 0.6119286727317896	 2783.4850749646157	 0.07204536177860947	  8	                 0.4	                0.16	  5
511	0.0	 0.6011229473152152	  2684.621150407718	 0.08010834948859671	 11	                0.58	                0.12	  3
512	0.0	 0.5796152453892228	 2611.7872373374803	 0.05078696655671136	 10	                0.46	                 0.1	  3
513	0.0	 0.5633498764710023	  2617.291534071759	 0.12203087546983787	  8	                0.46	                0.12	  3
514	0.0	  0.634596486045743	  2453.543740576515	 0.06325622605584673	 11	                 0.2	                 0.1	  4
515	0.0	 0.7051442699142011	 2374.4655019565525	 0.06791224649599276	  6	                0.34	                0.14	  3
516	0.0	 0.6164667824885025	 2607.9559622166175	 0.13649942800574844	 11	                0.34	                0.14	  2
517	0.0	 0.5082387598191026	   2663.46988295575	 0.13474744421352958	  8	                0.34	                 0.1	  4
518	0.0	 0.6447668758023499	 2724.6592564698526	  0.1097224610293499	  8	                0.48	                0.08	  6
