# t	policy	fitness           	C                    	ir         	bankrupts	bestLenderID	bestLenderClients	creditChannels
# interbank.py C_i0=30 D_i0=135 E_i0=15 L_i0=120 N=50 T=1000 r_i0=0.02 Φ=0.025 Χ=0.015 α=0.1 β=5 μ=0.7 ξ=0.3 ρ=0.3 ω=0.55
 53	1.0	0.14496975794777855	 2793.8810979961945	  0.2939806365382872	 11	                0.28	                0.14	  7
 54	1.0	0.17171133619664436	  2941.941843591152	  0.2527007155786921	 12	                0.28	                0.14	  3
 55	1.0	 0.1959013168127374	 2974.2335216200345	 0.24872328303943847	  7	                0.28	                0.14	  1
 56	1.0	0.18274780177932443	 2764.3346335110987	 0.28250984210550273	 10	                0.28	                0.18	  4
 57	1.0	0.13546387522055225	  2842.853850881509	 0.14137552941219927	 15	                0.28	                0.12	  2
 58	1.0	0.13698276734012851	  3217.058692219184	 0.21328563028474282	  7	                0.96	                0.12	  1
 59	1.0	  0.132014134087051	 3380.2705195196227	 0.16952545274604083	 11	                0.96	                0.16	  5
 60	1.0	0.11255673952673481	 3652.8964136520044	  0.1189409107148108	 10	                0.96	                0.16	  4
 61	1.0	0.14549681362201144	 3598.3060198439534	  0.0948437621674366	  4	                0.96	                0.18	  1
 62	1.0	0.12303317497446802	 3303.7626003362457	 0.12769340636680865	  7	                0.96	                0.16	  5
 63	1.0	 0.2049734009324315	  3260.469210918847	 0.15013379036152302	  7	                0.96	                0.14	  1
 64	1.0	 0.1843210813382583	 3358.6133107369096	 0.13560338752252674	  7	                0.96	                0.16	  2
 65	1.0	0.16159151070826241	 2995.0833252243297	0.054717821736361555	 11	                0.96	                0.18	  2
 66	1.0	0.19370439498821146	 3087.0475975725894	 0.13408421556104352	 12	                0.96	                0.16	  3
 67	1.0	0.19449447681302495	  3138.319110834432	 0.06616862134258222	  5	                0.96	                0.14	  3
 68	1.0	0.12080895350075606	  2862.285446651878	 0.08214671702031272	 12	                0.96	                0.12	  3
 69	1.0	0.10900379924283184	 3511.2602802865126	 0.23986408415823177	  6	                 0.9	                0.14	  3
 70	1.0	0.11449072061877855	 3592.7055986692294	  0.3564592527762146	 11	                0.96	                0.12	  0
 71	1.0	0.16792948082121648	 3294.2979262620033	 0.04007515628855979	 10	                 0.9	                0.12	  2
 72	1.0	 0.2410521793440811	  2822.772041092094	0.041015241797704424	  9	                 0.9	                0.08	  3
 73	1.0	0.25441064293013727	    3143.1583178494	 0.04659713246585448	 10	                0.56	                0.12	  4
 74	1.0	 0.2375031736815432	 3291.6488715823557	 0.07461874800046782	 10	                0.46	                0.14	  1
 75	1.0	0.20498307294423332	 3110.1491146772296	0.048190987725926476	  8	                0.46	                 0.1	  2
 76	1.0	 0.2827556202643362	 2824.2675805190165	 0.10028868702541673	  7	                0.46	                 0.1	  6
 77	1.0	   0.19145520144715	  3252.358909618201	  0.0501934153052673	  8	                0.02	                0.12	  3
 78	1.0	0.18061161165407533	  3276.392762898998	0.046023124516250624	 10	                0.02	                0.12	  5
 79	1.0	 0.1740978031689794	  3389.502197033055	  0.2805782955916854	  8	                0.86	                 0.1	  4
 80	1.0	 0.1519267752404717	 3575.8402544632413	 0.03593280017125004	 11	                 0.6	                 0.1	  2
 81	1.0	0.12014359613854211	 3619.1754417950547	0.042596320816960784	 11	                0.46	                0.12	  5
 82	1.0	0.10674340107294573	  4166.869870670915	 0.09307053835555362	 12	                 0.6	                 0.1	  7
 83	1.0	0.09056747474466391	  4340.853713155043	0.060481642211625754	  6	                0.46	                0.14	  4
 84	1.0	 0.0796171198912583	  4629.066528927431	 0.08329741502731522	  6	                0.46	                0.14	  2
 85	1.0	0.07038153053698835	  4624.767020485511	 0.05019628991009514	 10	                0.46	                0.14	  5
 86	1.0	0.05730441722942891	 3734.9503662849274	 0.12846944553117565	  9	                0.68	                0.12	  3
 87	1.0	0.061170198834728684	  4160.800849870254	 0.04948469261182249	 14	                 0.6	                0.14	  4
 88	1.0	0.05613202440298012	  3663.415562262921	 0.14657347158701323	 11	                 0.6	                0.12	  1
 89	1.0	0.07481968485528963	  4354.434205425284	 0.23107485423568025	 13	                0.68	                0.12	  6
 90	1.0	0.05786401947190151	 3979.2665609112582	 0.12201032334244655	  8	                 0.6	                0.14	  1
 91	1.0	0.06784005856253722	  4221.128108504272	 0.17847962624108596	 12	                 0.6	                0.14	  0
 92	1.0	0.07355024664405849	  4897.617194473014	  0.1377145405323864	  7	                0.68	                0.12	  4
 93	1.0	0.06948924776662568	  5065.649954587087	 0.18311491390912973	  8	                 0.6	                0.14	  5
 94	1.0	0.05794400619902969	 4087.6471302822915	 0.25221257674842457	 11	                 0.6	                0.12	  3
 95	1.0	0.07063797169517637	  4552.115831036577	 0.17971607382113394	 13	                0.68	                 0.1	  6
 96	1.0	0.05331776498223071	  4386.555958076575	 0.13978249987766864	  8	                0.68	                0.12	  4
 97	1.0	0.07090148350377182	  4231.987758742953	  0.0945566988969947	  6	                0.68	                0.12	  1
 98	1.0	0.07694088437588166	  4099.612795383649	    0.15565415521837	  8	                0.94	                0.16	  2
 99	1.0	0.09615165848416873	 3683.8278603125627	  0.1623244548998221	  8	                0.94	                0.16	  3
100	1.0	0.09605534052987365	 3227.0570401819446	 0.11429262814608211	 12	                0.94	                0.12	  8
101	1.0	0.10309714470132668	  3273.369705230313	  0.2679254209526416	  6	                0.94	                0.14	  2
102	1.0	0.12338310309890828	 3585.9513254544872	 0.28215029245078144	 11	                0.94	                0.16	  6
103	1.0	0.11879783877480106	  3096.854177813313	  0.3120428569391515	 14	                0.94	                0.12	  4
104	1.0	0.09594733831826971	 3196.4214600659748	  0.4751790568483176	 12	                0.74	                0.12	  4
105	1.0	0.08395501550263987	 2643.6842699089348	 0.10579093076793411	  7	                0.68	                0.16	  0
106	1.0	 0.1396406428201818	 2586.5191417505744	 0.32141854067772696	 12	                0.68	                0.12	  8
107	1.0	0.12557769619054684	  3074.623575871248	 0.15406669851659122	 16	                0.68	                 0.1	  2
108	1.0	0.17385489394913642	  2624.980944635476	 0.07201385531966692	  7	                0.68	                 0.1	  3
109	1.0	 0.2709157959997578	 2667.1378868574648	0.034211078796023864	  6	                0.76	                0.12	  3
110	1.0	 0.1935356494166168	 2958.3418488776983	 0.03377168679337921	 10	                0.68	                 0.1	  5
111	1.0	 0.1981551477365166	  2765.854580899127	 0.06487551793615914	  6	                0.76	                 0.1	  1
112	1.0	0.18302005795770832	  2996.856842116678	 0.12462791531245568	 11	                 0.1	                0.08	  5
113	1.0	0.20000861416864374	  2958.118218637814	 0.10283810617291035	 15	                 0.4	                0.08	  3
114	1.0	0.19701688293072503	   2971.42909548707	 0.07937261804678336	 13	                0.56	                0.08	  4
115	1.0	 0.1642198365976513	  2682.068063830985	  0.5375273314300633	  6	                0.56	                0.12	  4
116	1.0	0.12352273254788351	  2786.832615506756	 0.28030666854020336	  8	                0.56	                 0.1	  5
117	1.0	0.14878021700142882	 2785.3683190115485	  0.2718716602833614	  7	                0.56	                 0.1	  3
118	1.0	0.11410840316177225	 2783.3595192378007	 0.33363820624480445	  6	                0.56	                 0.1	  0
119	1.0	0.13327725936664103	  2731.606411384453	 0.14760130110321057	 14	                0.72	                0.08	 11
120	1.0	 0.1430162089736365	 2461.2710473753164	 0.16506078715303452	 14	                0.68	                0.08	  4
121	1.0	 0.1318211486749186	   1967.72332475689	  0.0650361102433822	  9	                0.46	                 0.1	  9
122	1.0	0.18454619017481952	   2378.56645347693	   0.179158194932449	 12	                0.74	                 0.1	  6
123	1.0	0.23124506118655364	   2328.53795740723	 0.04312403581924861	  6	                0.74	                0.08	  0
124	1.0	0.21912610072187008	 2324.9820266167144	 0.15110915605149622	 11	                0.74	                0.08	  3
125	1.0	0.21484661413876802	  2570.303801395746	 0.06280617613029431	  9	                0.36	                 0.1	  3
126	1.0	0.17815673217745817	  2402.891811630181	 0.06448805881722862	  8	                0.68	                 0.1	  5
127	1.0	0.17563330986011583	 2204.0879890040683	 0.05328313602407557	 11	                0.86	                0.08	  2
128	1.0	0.20169811513115138	  2408.780247983213	 0.07834360970646058	  9	                0.86	                 0.1	  4
129	1.0	0.14894772204325846	 2587.3822264859054	  0.0684887007959938	 10	                0.82	                 0.1	  7
130	1.0	 0.2643764382742916	 2500.6174740332267	 0.23233619880358652	  9	                0.76	                0.12	  4
131	1.0	0.17195962723058852	  2414.870135045525	 0.23734024370524248	  8	                0.96	                0.14	  4
132	1.0	0.18939274400399025	 2384.9858926412926	 0.27970297628743446	 14	                0.96	                0.12	  5
133	1.0	0.21847023576147048	 2643.8360540263757	 0.29599332069086587	 14	                0.82	                0.12	  7
134	1.0	 0.1734008531432751	 2777.0289416595706	 0.29522719203276465	 11	                0.76	                 0.1	  4
135	1.0	0.22885777007203578	  2728.245512181377	 0.14457111730268873	  9	                0.86	                0.08	  5
136	1.0	 0.2565833201202664	  2627.219078779896	 0.04814234138301265	  2	                0.32	                 0.1	  0
137	1.0	 0.2745304753920658	 2408.9748482350765	 0.06712373306479313	 10	                0.86	                 0.1	  4
138	1.0	 0.2172820385229441	 2682.7177185649034	  0.1371052590879726	  9	                0.86	                0.12	  8
139	1.0	0.22434495370669708	 2473.8779802251825	  0.2776703713884332	  7	                0.72	                 0.1	  2
140	1.0	 0.1779003245548511	  2363.765871761992	  0.5578007676845372	  9	                0.86	                0.18	  3
141	1.0	 0.2571255620382315	 2395.4805113535017	 0.44655383562606266	  6	                0.86	                0.12	  2
142	1.0	0.32612435777709786	  2416.814914412607	   0.520705178909542	  6	                0.74	                0.08	  1
143	1.0	 0.2554142262597641	  2539.748235218167	  0.7946730247887637	 13	                0.62	                 0.1	  8
144	1.0	 0.1621759886814759	 2186.4490205391517	  0.5555858960558899	 14	                0.62	                0.08	  5
145	1.0	0.16628512291516956	 2324.9991958046894	  0.2245912084235659	 15	                 0.2	                0.08	  4
146	1.0	0.18469027103420918	 2132.4994243030865	 0.20691042058868717	 13	                 0.3	                0.12	  3
147	1.0	 0.2143446986478275	 2388.1092988331193	0.024842598812882293	 10	                 0.3	                0.12	  4
148	1.0	0.24686499111654117	 2611.3747902980913	 0.11108724175751344	  7	                0.36	                0.12	  7
149	1.0	  0.247612838779536	  2548.096760949411	   0.073215571079054	 10	                0.36	                0.14	  4
150	1.0	0.18344122094693888	 2229.7623710572607	 0.10260371438601251	  4	                0.36	                0.14	  1
151	1.0	0.21461691577446454	  2235.483424221003	 0.09324546348582528	  9	                0.36	                0.18	  1
152	1.0	 0.3244082010802626	 2015.7137223011312	 0.12989949875651005	  6	                0.36	                 0.2	  1
153	1.0	 0.3024573283353162	  2670.757211143325	 0.19576041723543475	 11	                0.36	                0.18	  6
154	1.0	 0.2774016466789662	  2490.953882472777	 0.10317650689064395	 13	                0.36	                0.12	  3
155	1.0	0.24587931509201177	  2934.992595673276	 0.11313034423275087	 13	                0.62	                 0.1	  6
156	1.0	0.24932458385402145	 2975.3046745924025	 0.04548235495560855	  5	                0.62	                 0.1	  2
157	1.0	0.20550816201061908	   3084.89642976291	  0.1347995612799981	  9	                0.62	                0.12	  6
158	1.0	0.15249747206449524	  3036.816367573669	 0.06551632426710936	 13	                0.62	                0.08	  3
159	1.0	 0.2196232890348972	 3449.8740233157723	  0.0628632628018381	  1	                0.24	                 0.1	  1
160	1.0	 0.2352751215043533	 2868.8366920490057	 0.10118833155308266	  8	                0.08	                 0.1	  4
161	1.0	0.25786719985723006	   3178.16757442375	0.044115533467285334	  8	                 0.1	                 0.1	  6
162	1.0	0.26451277732044415	 2971.5963725316583	0.046296721368722225	  5	                0.48	                0.12	  0
163	1.0	0.20816080192017997	 3241.5462132361527	 0.06517197834351748	 11	                0.48	                0.12	  2
164	1.0	0.20929906759778885	  3170.392761021716	 0.06658834884967106	 11	                0.24	                0.14	  4
165	1.0	0.23411743244997557	  3246.930155735376	 0.13500322648458526	  6	                0.24	                0.14	  1
166	1.0	0.15056850317925105	 3242.0817306077442	 0.14880158049226036	 13	                0.24	                0.14	  6
167	1.0	0.17106208805846632	  3302.975146907776	 0.10490815486948984	 11	                0.24	                0.18	  1
168	1.0	0.20319327960016279	  2739.165268528748	  0.0748360259569711	 10	                0.24	                0.12	  3
169	1.0	0.12272405485246299	 2877.8092928579917	 0.40080397600811524	 14	                 0.0	                 0.1	  4
170	1.0	0.14980109520855983	  2741.170424160203	  0.2589261622777241	  6	                0.76	                 0.1	  2
171	1.0	0.17096805847768956	  2922.600852623276	 0.09192429513222194	  9	                0.94	                0.12	  7
172	1.0	0.12675985912799892	 2861.3694897062246	 0.10909762559914529	 11	                0.32	                 0.1	  2
173	1.0	0.11943444996675108	 3477.3623940081507	 0.07782933810285242	 11	                 0.4	                0.12	  3
174	1.0	0.14809617937312047	 4071.6086996601757	 0.08502815607262557	  4	                 0.4	                0.14	  1
175	1.0	0.12594212136647312	  3914.754696120337	 0.09825038460633354	  6	                0.32	                0.16	  1
176	1.0	0.12371478625581865	 3838.5314766256156	 0.15261698457555056	  4	                0.32	                0.16	  3
177	1.0	0.10789398405403432	 3950.6784471004125	  0.1577314256020466	  8	                0.32	                0.18	  4
178	1.0	0.17924484581497155	   4232.67137547306	 0.11114250411948072	  4	                0.32	                0.14	  4
179	1.0	0.13991478237238936	  4636.912362394915	 0.07195213729100304	 11	                 0.4	                0.12	  5
180	1.0	0.11338422503700808	  5038.820013744987	 0.10049805465925475	  7	                0.32	                0.14	  4
181	1.0	0.08354184791698974	    4902.8852049082	  0.0841842936218735	  8	                0.22	                0.12	  1
182	1.0	0.10971980979406755	  4702.903404373315	 0.05691439683777824	 10	                0.32	                0.12	  4
183	1.0	0.11778961498795154	 4933.7181659364305	 0.09117295946730852	 11	                0.32	                0.16	  6
184	1.0	0.12592556014738665	  5370.815263779621	 0.05210825517435093	  9	                0.32	                0.14	  3
185	1.0	0.12436641733008232	  5508.010878889542	 0.03800844010339332	  8	                0.94	                0.16	  4
186	1.0	0.15573814285567797	  5348.420613460572	0.033050465943358996	  6	                0.94	                0.16	  2
187	1.0	0.15071141655985412	   5583.23017128243	0.028837184764013476	  9	                0.94	                0.14	  3
188	1.0	0.20135528248539597	  5128.296046127683	0.027984667534891774	  6	                0.94	                0.14	  4
189	1.0	0.17409674088166224	  4970.296818668651	 0.03967834148522179	  8	                 0.2	                0.12	  1
190	1.0	0.11231709012487782	   4837.68570156263	 0.04841965832323023	 13	                0.42	                 0.1	  3
191	1.0	0.09739407830976278	  4986.212732770572	  0.0453141256380371	 10	                 0.1	                0.12	  2
192	1.0	 0.1511508799047346	  4358.529497150602	 0.04116740686520233	  7	                0.32	                0.12	  2
193	1.0	0.18444084519552606	 3854.7693007410503	0.029129847812954877	  6	                0.32	                0.14	  6
194	1.0	0.12399630173270994	 4025.3210986438708	 0.03135321851633849	 11	                0.18	                 0.1	  5
195	1.0	 0.1097379724798921	 3856.4444738208435	 0.04697978058164812	  6	                0.18	                 0.1	  1
196	1.0	0.12819844210136203	 3673.6668803337793	 0.16797993436546377	  8	                 0.1	                0.12	  2
197	1.0	0.12910066324485092	 3861.4165834719633	 0.05166521718198806	 10	                 0.1	                0.12	  5
198	1.0	0.09946990608847152	   3416.87477596338	0.044002491565595235	  7	                0.22	                0.12	  4
199	1.0	0.10280940457294059	  3953.711100074325	 0.08132769357339831	  9	                0.22	                 0.1	  4
200	1.0	0.09053538513090773	 4038.0259304549854	 0.03783559682202976	  8	                 0.1	                0.12	  4
201	1.0	0.08027332794240667	  4077.203166522651	 0.11824537916635519	 10	                0.22	                 0.1	  2
202	1.0	0.060662564900716136	 3759.2078099034775	  0.0738159836300002	 12	                0.48	                0.14	  2
203	1.0	0.07036305406324153	 3341.8454540508087	 0.06590031645152951	  7	                0.02	                 0.1	  1
204	1.0	0.06277178700007563	 3110.5724368895762	  0.0987600246902118	 14	                0.86	                 0.1	  4
205	1.0	0.058953031833171146	  3085.812592546024	0.045417602121577534	  9	                0.86	                 0.1	  3
206	1.0	0.06643403019088273	 3319.9676494271234	 0.15425415590177693	 11	                0.86	                0.14	  3
207	1.0	 0.0693387785282123	  3353.118844287049	0.030549089477791634	 12	                0.62	                0.08	  3
208	1.0	0.06962418340220608	  3863.838021158586	 0.04921048238342948	  9	                0.86	                0.08	  5
209	1.0	0.06342755531023235	 3726.0681512875453	 0.11561760161645558	 10	                0.62	                0.12	  5
210	1.0	0.061970846333582214	 4250.6587209035315	 0.05645635582542287	  8	                0.62	                0.12	  3
211	1.0	0.051003023444421994	  4616.079446172249	 0.13946524580078598	 11	                0.62	                0.12	  2
212	1.0	0.03913837581743974	  4646.225884532964	 0.12773092821831028	  9	                0.14	                0.14	  7
213	1.0	0.03959104801932432	  3911.549666647344	 0.10915890563787613	  9	                0.14	                0.14	  3
214	1.0	0.05155341485244022	 3818.3774341148282	   0.147003785967892	  8	                0.14	                0.14	  4
215	1.0	0.06297374749119367	 3331.5408109849645	 0.07435136941476844	 10	                 0.6	                0.12	  2
216	1.0	0.06456563236641494	 3411.3341697621468	  0.3228370503181587	 10	                0.14	                0.14	  1
217	1.0	0.07426928334273392	 3850.1029344711205	0.037743047726664425	  8	                0.14	                0.14	  1
218	1.0	0.060799721431217695	  4265.954082915051	 0.04688093735153955	  6	                0.14	                0.16	  1
219	1.0	 0.0438711243109444	  4579.757329701984	  0.2089802241628393	  8	                0.14	                 0.2	  3
220	1.0	0.034455271888069176	 4668.9278919094195	 0.12297939619995935	  9	                0.14	                0.18	  4
221	1.0	0.03974941563016131	  4126.082863238131	0.060073708410365266	 11	                0.14	                0.16	  2
222	1.0	0.04863845392516704	  3630.131804719605	 0.12464888494079766	  8	                0.14	                0.14	  5
223	1.0	 0.0512042691825575	  3188.766459075449	 0.04271016609178746	 14	                0.14	                0.12	  2
224	1.0	0.08424561673833017	  3325.670680563614	0.037604016620931296	  7	                0.14	                0.12	  2
225	1.0	0.06710267242047824	  3407.671193152984	  0.0327853069568442	 12	                0.98	                 0.1	  3
226	1.0	0.07363660262244304	  3766.422824103132	 0.03523700352566332	  7	                0.98	                 0.1	  5
227	1.0	0.055913979512338896	  3250.287033790941	0.051008664519138394	  4	                0.98	                0.16	  0
228	1.0	0.10184254649584798	 3497.0430347722922	 0.04507193500438032	  4	                0.98	                0.16	  6
229	1.0	   0.09746795728997	 3345.6176774416817	0.050900225624287296	  9	                0.98	                0.16	  2
230	1.0	 0.1243878110053356	 2987.7230816946735	0.042262160495398646	  8	                0.14	                0.18	  6
231	1.0	 0.1022042360947931	 3483.3183633133276	 0.14238787143026738	  6	                0.14	                0.16	  6
232	1.0	0.10117825137160617	  3002.389059244085	 0.11876356298115924	  7	                0.14	                0.12	  1
233	1.0	0.14244337912143107	 2708.5103304545282	0.049431028293642126	  7	                0.14	                0.14	  2
234	1.0	 0.2050168849186319	 2478.0073308545307	 0.04048679944142255	  6	                0.14	                0.14	  2
235	1.0	0.15246726753714096	  2644.223141280024	 0.03920267746249685	  9	                0.14	                0.16	  8
236	1.0	0.15234140678675132	 2489.3694299648014	 0.02942607167819213	 12	                0.14	                0.12	  3
237	1.0	 0.1647690249254322	 2458.4810575423317	 0.10332913863082423	  9	                0.88	                 0.1	  2
238	1.0	0.10786094427960091	 2725.1262090500527	 0.03944003485490875	 12	                0.14	                0.14	  1
239	1.0	0.08712740662829066	   2757.07057512542	 0.04553813749358742	  9	                0.14	                0.16	  6
240	1.0	0.12039980279743721	   3047.42427913264	  0.2030577091531004	 11	                0.14	                0.16	  5
241	1.0	0.12589761513503983	  3081.995416824565	 0.15107106555576547	 12	                0.14	                0.12	  4
242	1.0	0.15980806880973278	 2978.6654411752697	  0.1811743691983372	 12	                0.14	                0.12	  5
243	1.0	0.10750170592630877	 2773.2204200898714	  0.2515026372706156	  5	                0.28	                0.08	  4
244	1.0	  0.161431709194395	  2760.111238269521	  0.3189062429024938	 12	                 0.6	                0.14	  5
245	1.0	0.17896842834048016	 2602.1206340013314	  0.1310821638177738	 12	                 0.6	                0.12	  3
246	1.0	0.11839182461356001	  2999.048888735377	  0.1467930929335398	 10	                 0.6	                0.16	  8
247	1.0	 0.1290153843682808	  2669.373838658714	 0.22404801484100065	 11	                 0.6	                0.18	  6
248	1.0	0.17365852193943757	   2541.68397721401	 0.15471613715835503	  8	                 0.6	                 0.2	  5
249	1.0	0.20329627091127464	  2844.279936748599	 0.17186355625007738	 13	                 0.6	                0.18	  4
250	1.0	 0.2107378336737542	 2774.3017601835145	 0.17380725586121673	  7	                 0.6	                0.24	  3
251	1.0	0.22597859086984443	 2676.4966398280626	  0.6279271052360862	  9	                0.94	                0.16	  3
252	1.0	0.23096045118960823	 2550.8165398304614	  0.1695455005685213	  9	                0.94	                0.16	  1
253	1.0	0.14161595634911223	 2937.9181204388824	  0.1625608465548558	 11	                0.32	                 0.1	  3
254	1.0	0.21990716962024018	 3271.9209725527307	 0.25458663381776575	  9	                0.32	                0.12	  3
255	1.0	 0.1877685106647821	 3098.2443081298575	 0.21812234265784539	  7	                0.98	                0.08	  2
256	1.0	 0.1973178069434728	 3260.1634758949067	0.035403490520340274	  4	                0.26	                0.08	  5
257	1.0	0.21458991512006503	  3371.316046867058	  0.0589353055990172	 11	                0.32	                 0.1	  4
258	1.0	0.24823011146947477	  3749.168575331444	 0.08259569478570349	  6	                0.62	                0.12	  4
259	1.0	0.19657358183158521	 2985.4778693672097	 0.09647823115344792	 11	                0.32	                 0.1	  2
260	1.0	0.20764090536735572	  3234.032803275279	 0.09596671154610363	 12	                 0.4	                0.12	  4
261	1.0	0.22695515610691014	  3086.938486793994	0.018209711968074874	  8	                 0.4	                0.14	  3
262	1.0	0.20481614719714933	  2673.072225290167	 0.01822565976193931	  5	                 0.4	                0.18	  5
263	1.0	0.15763399964850175	  3034.607352241474	 0.02082252917454433	 10	                 0.4	                0.16	  3
264	1.0	0.11267640960811082	 3196.0629095977993	0.026238997287710432	  6	                 0.4	                0.18	  7
265	1.0	 0.1259697041207791	  3053.928011816581	 0.08659894140495228	 14	                0.36	                0.08	  6
