# t	                 0#	                 1#	                 2#	                 3#	                 4#	                 5#	                 6#	                 7#	                 8#	                 9#	                10#	                11#	                12#	                13#	                14#	                15#	                16#	                17#	                18#	                19#	                20#	                21#	                22#	                23#	                24#	                25#	                26#	                27#	                28#	                29#	                30#	                31#	                32#	                33#	                34#	                35#	                36#	                37#	                38#	                39#	                40#	                41#	                42#	                43#	                44#	                45#	                46#	                47#	                48#	                49#
# best_num_clients
 12	                  5	                  5	                  5	                  5	                  5	                  5	                  4	                  5	                  4	                  7	                  4	                  5	                  4	                  4	                  3	                  4	                  4	                  6	                  7	                  5	                  5	                  4	                  4	                  6	                  4	                  5	                  4	                  4	                  5	                  4	                  6	                  3	                  4	                  6	                  5	                  5	                  4	                  5	                  4	                  4	                  5	                  5	                  3	                  4	                  4	                  5	                  4	                  3	                  3	                  4
 13	                  4	                  4	                  6	                  5	                  6	                  4	                  4	                  4	                  4	                  7	                  4	                  4	                  5	                  6	                  4	                  7	                  5	                  5	                  5	                  4	                  4	                  4	                  7	                  7	                  4	                  5	                  3	                  3	                  4	                  3	                  7	                  4	                  4	                  5	                  5	                  6	                  6	                  5	                  4	                  5	                  5	                  4	                  4	                  5	                  5	                  5	                  3	                  4	                  5	                  4
 14	                  5	                  5	                  6	                  5	                  7	                  4	                  4	                  4	                  4	                  4	                  3	                  4	                  3	                  5	                  5	                  5	                  5	                  8	                  6	                  3	                  6	                  4	                  5	                  5	                  4	                  4	                  5	                  6	                  4	                  5	                  4	                  4	                  6	                  4	                  5	                  4	                  4	                  5	                  6	                  3	                  5	                  5	                  4	                  4	                  6	                  4	                  5	                  5	                  3	                  4
 15	                  6	                  7	                  6	                  4	                  5	                  5	                  5	                  5	                  4	                  4	                  3	                  5	                  4	                  5	                  3	                  5	                  4	                  4	                  5	                  3	                  7	                  5	                  5	                  4	                  4	                  4	                  4	                  6	                  6	                  4	                  5	                  5	                  6	                  8	                  6	                  3	                  3	                  5	                  5	                  5	                  5	                  8	                  3	                  5	                  7	                  5	                  5	                  6	                  3	                  3
 16	                  4	                  4	                  6	                  3	                  4	                  3	                  5	                  6	                  5	                  6	                  5	                  4	                  3	                  6	                  4	                  4	                  4	                  4	                  5	                  4	                  5	                  4	                  6	                  7	                  4	                  4	                  4	                  5	                  5	                  3	                  5	                  4	                  8	                  3	                  5	                  4	                  4	                  4	                  5	                  4	                  3	                  7	                  3	                  5	                  5	                  4	                  4	                  5	                  3	                  4
 17	                  5	                  5	                  6	                  5	                  4	                  4	                  5	                  3	                  5	                  5	                  4	                  4	                  3	                  4	                  5	                  4	                  3	                  4	                  5	                  5	                  6	                  4	                  8	                  5	                  4	                  5	                  5	                  5	                  4	                  5	                  5	                  4	                  9	                  4	                  5	                  5	                  5	                  4	                  4	                  5	                  4	                  4	                  4	                  6	                  6	                  4	                  3	                  5	                  5	                  3
 18	                  4	                  4	                  4	                  4	                  6	                  4	                  5	                  5	                  4	                  5	                  4	                  6	                  3	                  4	                  6	                  5	                  5	                  4	                  6	                  5	                  4	                  4	                  3	                  6	                  4	                  4	                  4	                  6	                  5	                  4	                  7	                  4	                  7	                  3	                  5	                  5	                  4	                  4	                  4	                  4	                  3	                  3	                  5	                  6	                  7	                  4	                  4	                  4	                  5	                  4
 19	                  4	                  6	                  4	                  4	                  5	                  3	                  4	                  5	                  4	                  4	                  6	                  5	                  5	                  5	                  8	                  6	                  5	                  5	                  5	                  4	                  6	                  4	                  6	                  5	                  3	                  5	                  4	                  7	                  6	                  5	                  5	                  5	                  6	                  4	                  5	                  6	                  3	                  6	                  5	                  4	                  4	                  4	                  5	                  5	                  5	                  4	                  5	                  7	                  5	                  5
 20	                  6	                  4	                  5	                  5	                  7	                  4	                  4	                  4	                  3	                  4	                  4	                  8	                  5	                  4	                  4	                  4	                  4	                  5	                  3	                  5	                  6	                  5	                  4	                  6	                  4	                  5	                  5	                  4	                  6	                  3	                  6	                  5	                  6	                  4	                  5	                  4	                  4	                  6	                  4	                  4	                  4	                  5	                  5	                  5	                  5	                  4	                  5	                  4	                  4	                  4
 21	                  9	                  4	                  6	                  4	                  5	                  5	                  6	                  5	                  5	                  5	                  5	                  5	                  6	                  3	                  4	                  4	                  7	                  3	                  5	                  4	                  4	                  6	                  6	                  5	                  4	                  5	                  3	                  4	                  5	                  3	                  6	                  5	                  6	                  3	                  6	                  5	                  4	                  3	                  4	                  7	                  6	                  4	                  4	                  3	                  6	                  4	                  4	                  4	                  5	                  4
 22	                  8	                  4	                  8	                  4	                  6	                  3	                  7	                  5	                  5	                  5	                  5	                  3	                  4	                  3	                  5	                  5	                  5	                  4	                  4	                  4	                  4	                  4	                  4	                  5	                  4	                  5	                  4	                  3	                  4	                  4	                  5	                  4	                  4	                  4	                  7	                  5	                  4	                  4	                  5	                  5	                  3	                  6	                  4	                  5	                  4	                  4	                  3	                  5	                  6	                  4
 23	                  5	                  4	                  6	                  4	                  5	                  5	                  5	                  6	                  4	                  6	                  5	                  5	                  4	                  5	                  5	                  4	                  4	                  4	                  3	                  5	                  3	                  4	                  4	                  6	                  5	                  6	                  4	                  6	                  4	                  5	                  4	                  4	                  4	                  5	                  4	                  4	                  4	                  4	                  4	                  5	                  5	                  4	                  3	                  4	                  4	                  3	                  5	                  3	                  4	                  4
 24	                  6	                  4	                  8	                  4	                  5	                  4	                  5	                  4	                  4	                  4	                  5	                  5	                  6	                  7	                  3	                  4	                  4	                  4	                  4	                  5	                  4	                  4	                  4	                  4	                  5	                  5	                  4	                  4	                  4	                  7	                  4	                  5	                  6	                  3	                  4	                  5	                  4	                  3	                  4	                  5	                  4	                  4	                  3	                  3	                  4	                  3	                  5	                  6	                  4	                  4
 25	                  7	                  5	                  4	                  3	                  6	                  4	                  6	                  6	                  5	                  4	                  6	                  4	                  4	                  8	                  4	                  4	                  6	                  6	                  4	                  4	                  5	                  5	                  4	                  5	                  3	                  4	                  5	                  4	                  5	                  8	                  5	                  7	                  5	                  3	                  5	                  3	                  5	                  4	                  3	                  6	                  4	                  4	                  4	                  4	                  5	                  4	                  6	                  6	                  4	                  5
 26	                  5	                  6	                  4	                  4	                  7	                  4	                  7	                  5	                  5	                  3	                  3	                  5	                  4	                  6	                  4	                  5	                  3	                  6	                  5	                  5	                  3	                  4	                  6	                  4	                  4	                  4	                  4	                  5	                  6	                  9	                  5	                  8	                  5	                  4	                  5	                  5	                  5	                  4	                  4	                  3	                  4	                  5	                  4	                  5	                  6	                  4	                  4	                  5	                  4	                  6
 27	                  4	                  7	                  5	                  4	                  6	                  5	                  7	                  4	                  6	                  4	                  5	                  4	                  4	                  7	                  4	                  4	                  3	                  7	                  6	                  6	                  4	                  5	                  8	                  4	                  4	                  4	                  4	                  7	                  4	                  8	                  8	                  4	                  3	                  4	                  4	                  5	                  4	                  5	                  6	                  5	                  4	                  5	                  3	                  6	                  5	                  5	                  4	                  5	                  4	                  6
 28	                  4	                  4	                  6	                  7	                  4	                  7	                  5	                  3	                  6	                  4	                  5	                  5	                  5	                  9	                  5	                  5	                  4	                  8	                  4	                  6	                  3	                  4	                  7	                  4	                  6	                  6	                  4	                  8	                  4	                  9	                  7	                  5	                  3	                  4	                  5	                  5	                  5	                  6	                  6	                  4	                  3	                  6	                  4	                  4	                  7	                  6	                  5	                  6	                  5	                  3
 29	                  6	                  4	                  7	                  4	                  4	                  5	                  4	                  4	                  4	                  3	                  5	                  5	                  4	                 11	                  3	                  3	                  4	                  4	                  4	                  5	                  3	                  5	                  6	                  4	                  5	                  6	                  4	                  9	                  5	                  5	                  9	                  4	                  3	                  5	                  5	                  4	                  3	                  6	                  3	                  5	                  4	                  6	                  5	                  3	                  3	                  6	                  5	                  4	                  7	                  5
 30	                  8	                  4	                  3	                  3	                  4	                  4	                  5	                  3	                  7	                  4	                  4	                  4	                  4	                  8	                  5	                  3	                  5	                  5	                  4	                  4	                  4	                  5	                  6	                  4	                  4	                  4	                  8	                  9	                  6	                  5	                  5	                  4	                  6	                  4	                  4	                  4	                  4	                  8	                  5	                  4	                  4	                  5	                  4	                  5	                  4	                  5	                  7	                  6	                  6	                  5
 31	                  7	                  4	                  4	                  5	                  6	                  3	                  5	                  4	                  5	                  4	                  4	                  4	                  4	                  5	                  5	                  5	                  4	                  4	                  5	                  5	                  4	                  6	                  5	                  4	                  3	                  5	                  7	                  7	                  4	                  4	                  4	                  3	                  4	                  4	                  5	                  4	                  5	                  5	                  4	                  7	                  4	                  4	                  3	                  4	                  4	                  5	                  6	                  6	                  5	                  4
 32	                  6	                  4	                  4	                  4	                  6	                  4	                  5	                  4	                  6	                  5	                  6	                  5	                  4	                  4	                  4	                  5	                  5	                  3	                  4	                  4	                  5	                  7	                  4	                  4	                  5	                  4	                  6	                  6	                  4	                  6	                  5	                  5	                  6	                  3	                  4	                  3	                  6	                  4	                  6	                  4	                  5	                  4	                  5	                  5	                  4	                  5	                  4	                  5	                  6	                  6
 33	                  4	                  6	                  4	                  4	                  4	                  4	                  4	                  4	                  6	                  5	                  4	                  5	                  3	                  4	                  4	                  4	                  4	                  7	                  6	                  5	                  4	                  5	                  4	                  4	                  5	                  5	                  8	                  6	                  3	                  4	                  5	                  5	                  4	                  6	                  5	                  5	                  5	                  7	                  6	                  4	                  5	                  5	                  4	                  4	                  4	                  5	                  4	                  3	                  5	                  6
 34	                  6	                  4	                  4	                  5	                  4	                  4	                  6	                  5	                  7	                  3	                  4	                  4	                  4	                  4	                  4	                  4	                  5	                  5	                  7	                  4	                  4	                  4	                  5	                  4	                  4	                  4	                  8	                  4	                  4	                  4	                  4	                  4	                  4	                  6	                  5	                  4	                  4	                  4	                  4	                  6	                  6	                  4	                  5	                  3	                  4	                  6	                  4	                  3	                  5	                  4
 35	                  6	                  5	                  6	                  3	                  4	                  3	                  5	                  4	                  4	                  4	                  4	                  4	                  4	                  5	                  5	                  4	                  4	                  6	                  4	                  5	                  4	                  6	                  6	                  4	                  4	                  5	                  6	                  7	                  6	                  4	                  4	                  4	                  5	                  8	                  5	                  5	                  4	                  4	                  4	                  7	                  4	                  5	                  5	                  6	                  4	                  5	                  5	                  4	                  5	                  4
 36	                  6	                  4	                  7	                  4	                  5	                  5	                  4	                  4	                  5	                  4	                  4	                  5	                  4	                  5	                  5	                  5	                  4	                  5	                  5	                  6	                  5	                  5	                  4	                  5	                  4	                  4	                  8	                  6	                  6	                  4	                  3	                  4	                  5	                  7	                  6	                  4	                  6	                  4	                  4	                  6	                  4	                  7	                  6	                  3	                  4	                  5	                  5	                  3	                  4	                  5
 37	                  7	                  4	                  5	                  5	                  4	                  5	                  6	                  4	                  4	                  4	                  5	                  6	                  6	                  4	                  5	                  4	                  4	                  4	                  5	                  7	                  5	                  4	                  5	                  4	                  6	                  4	                  8	                  5	                  5	                  4	                  5	                  4	                  5	                  5	                  5	                  4	                  3	                  4	                  6	                  3	                  4	                  7	                  4	                  4	                  6	                  4	                  5	                  4	                  4	                  4
 38	                  8	                  5	                  3	                  5	                  4	                  4	                  5	                  5	                  6	                  3	                  4	                  7	                  5	                  6	                  4	                  4	                  4	                  3	                  7	                  8	                  3	                  5	                  4	                  4	                  7	                  5	                  4	                  5	                  4	                  4	                  4	                  5	                  5	                  6	                  7	                  3	                  4	                  4	                  5	                  4	                  4	                  5	                  6	                  4	                  4	                  5	                  7	                  5	                  4	                  4
 39	                  7	                  5	                  4	                  3	                  4	                  4	                  5	                  4	                  6	                  6	                  4	                  4	                  5	                  4	                  5	                  5	                  3	                  6	                  5	                  4	                  4	                  4	                  4	                  4	                  4	                  3	                  5	                  5	                  4	                  7	                  3	                  4	                  5	                  9	                  5	                  5	                  5	                  4	                  5	                  5	                  4	                  5	                  4	                  5	                  4	                  5	                  5	                  3	                  5	                  4
 40	                  4	                  4	                  4	                  6	                  4	                  5	                  4	                  3	                  6	                  5	                  4	                  4	                  4	                  5	                  4	                  7	                  7	                  4	                  6	                  3	                  4	                  4	                  4	                  5	                  4	                  4	                  5	                  3	                  4	                  9	                  3	                  4	                  5	                  6	                  5	                  7	                  5	                  3	                  5	                  5	                  4	                  5	                  4	                  4	                  4	                  6	                  4	                  4	                  7	                  4
 41	                  5	                  6	                  3	                  6	                  6	                  4	                  3	                  4	                  6	                  5	                  5	                  3	                  5	                  4	                  5	                  5	                  7	                  5	                  5	                  4	                  6	                  4	                  4	                  6	                  5	                  6	                  4	                  4	                  3	                  8	                  4	                  4	                  4	                  6	                  6	                  7	                  4	                  5	                  3	                  6	                  4	                  7	                  4	                  4	                  4	                  4	                  5	                  5	                  6	                  5
 42	                  4	                  4	                  4	                  6	                  5	                  4	                  4	                  5	                  5	                  4	                  5	                  3	                  6	                  4	                  3	                  6	                  4	                  5	                  7	                  4	                  4	                  4	                  4	                  3	                  5	                  7	                  7	                  3	                  5	                  6	                  4	                  6	                  6	                  4	                  6	                  4	                  5	                  3	                  5	                  6	                  3	                  5	                  3	                  5	                  4	                  4	                  3	                  4	                  4	                  5
 43	                  3	                  4	                  4	                  4	                  5	                  4	                  4	                  3	                  4	                  4	                  5	                  5	                  6	                  4	                  4	                  7	                  4	                  3	                  6	                  4	                  4	                  3	                  5	                  4	                  4	                  5	                  4	                  4	                  7	                  7	                  4	                  8	                  4	                  4	                  5	                  3	                  5	                  5	                  5	                  4	                  5	                  6	                  3	                  3	                  4	                  4	                  4	                  6	                  6	                  5
 44	                  6	                  4	                  5	                  5	                  4	                  4	                  4	                  4	                  6	                  4	                  5	                  4	                  5	                  3	                  4	                  5	                  5	                  4	                  5	                  5	                  5	                  3	                  5	                  4	                  4	                  5	                  6	                  4	                  6	                  8	                  5	                  5	                  5	                  5	                  5	                  4	                  5	                  4	                  6	                  3	                  6	                  5	                  4	                  5	                  4	                  4	                  5	                  8	                  6	                  5
